sl_atr_mult,tp1_atr_mult,tp2_atr_mult,tp3_atr_mult,trailing_activation_atr_mult,mean_Sharpe,std_Sharpe,min_Sharpe,mean_PF,mean_DD,worst_DD,mean_Ret,mean_Trades,mean_WinR,n_folds
1.0,1.0,2.5,4.5,2.0,-0.9777336677568234,2.759841578539021,-4.144824624672133,0.6235388265484538,-8.898667931638084,-13.2405648494981,-2.9639719460438045,10.333333333333334,30.10893246187364,3
1.0,1.0,2.5,4.5,3.0,-0.878121507214194,2.8303530988395837,-4.144824624672133,0.5235311114054076,-8.93602245178057,-13.2405648494981,-2.48913970333509,9.666666666666666,22.794117647058822,3
1.0,1.0,2.5,6.0,2.0,-1.0342908700556694,2.8400952773882535,-4.29325677842796,0.5837284184333866,-9.079943064191763,-13.784390247159129,-3.1864798979966786,10.0,26.527777777777775,3
1.0,1.0,2.5,6.0,3.0,-1.057967123012497,2.815948455618917,-4.29325677842796,0.5354113465559672,-9.117297584334251,-13.784390247159129,-3.2273136997529206,9.666666666666666,21.527777777777775,3
1.0,1.0,2.5,8.0,2.0,-0.5911207393602737,3.224947013501222,-4.29325677842796,0.5198903177159068,-8.219337455857401,-13.784390247159129,-1.5107062784050571,9.0,26.527777777777775,3
1.0,1.0,2.5,8.0,3.0,-0.6147969923171012,3.2086111612817336,-4.29325677842796,0.4715732458384874,-8.25669197599989,-13.784390247159129,-1.5515400801612993,8.666666666666666,21.527777777777775,3
1.0,1.0,3.5,4.5,2.0,-0.897686042108261,2.7715206880143053,-4.073074437383701,0.6586213881406305,-8.844758179513528,-13.078835593124358,-2.6312101982131115,10.333333333333334,30.10893246187364,3
1.0,1.0,3.5,4.5,3.0,-0.7549994275702963,2.874131430967256,-4.073074437383701,0.583999817757543,-8.882112699656,-13.078835593124358,-1.9408505682370405,9.666666666666666,22.794117647058822,3
1.0,1.0,3.5,6.0,2.0,-0.9103616095909651,2.8816864736558236,-4.220947967307651,0.6379514327921452,-9.025422662809301,-13.620829043011632,-2.690059827694539,10.0,26.527777777777775,3
1.0,1.0,3.5,6.0,3.0,-0.9345304739906357,2.8574147322763435,-4.220947967307651,0.5944012998403788,-9.062777182951773,-13.620829043011632,-2.7311387627266073,9.666666666666666,21.527777777777775,3
1.0,1.0,3.5,8.0,2.0,-0.46940174018216774,3.270092186312798,-4.220947967307651,0.5717429078475339,-8.164817054474918,-13.620829043011632,-1.0039647012582977,9.0,26.527777777777775,3
1.0,1.0,3.5,8.0,3.0,-0.4935706045818384,3.2536406415938557,-4.220947967307651,0.5281927748957674,-8.20217157461739,-13.620829043011632,-1.0450436362903661,8.666666666666666,21.527777777777775,3
1.0,1.0,5.0,6.0,2.0,-0.9194024475670092,2.72975684734628,-4.061070595600638,0.5777249057251125,-8.943642060735565,-13.375487236790477,-2.823304608391789,10.0,26.527777777777775,3
1.0,1.0,5.0,6.0,3.0,-0.9404907596184219,2.7091551591355953,-4.061070595600638,0.519873955996392,-8.980996580878033,-13.375487236790477,-2.8641526304743485,9.666666666666666,21.527777777777775,3
1.0,1.0,5.0,8.0,2.0,-0.4917386242051622,3.119549191178531,-4.061070595600638,0.4829081213199127,-8.083036452401197,-13.375487236790477,-1.1402969954259197,9.0,26.527777777777775,3
1.0,1.0,5.0,8.0,3.0,-0.5128269362565748,3.1058964102655136,-4.061070595600638,0.42505717159119233,-8.120390972543667,-13.375487236790477,-1.1811450175084781,8.666666666666666,21.527777777777775,3
1.0,1.5,2.5,4.5,2.0,-0.9229670598159179,2.9070838543241146,-4.262460827489887,0.6831824312462439,-9.287336974157268,-14.40877461572176,-2.9162084085188646,10.333333333333334,30.10893246187364,3
1.0,1.5,2.5,4.5,3.0,-0.8289775645623757,2.9745959953691226,-4.262460827489887,0.5722107596849896,-9.32395957201514,-14.40877461572176,-2.43818954838401,9.666666666666666,22.794117647058822,3
1.0,1.5,2.5,6.0,2.0,-1.0451939358158906,2.9365988626686494,-4.403219816695521,0.6081325611394255,-9.46550371424035,-14.943274835971037,-3.420976393915764,10.0,26.527777777777775,3
1.0,1.5,2.5,6.0,3.0,-1.0693902731423703,2.9109937061101103,-4.403219816695521,0.5562155349274768,-9.502126312098223,-14.943274835971037,-3.461252696159429,9.666666666666666,21.527777777777775,3
1.0,1.5,2.5,8.0,2.0,-0.558058756201765,3.345619140253097,-4.403219816695521,0.57203111741372,-8.604898105906004,-14.943274835971037,-1.512283778084211,9.0,26.527777777777775,3
1.0,1.5,2.5,8.0,3.0,-0.5822550935282448,3.3284830733837834,-4.403219816695521,0.5201140912017714,-8.641520703763877,-14.943274835971037,-1.5525600803278763,8.666666666666666,21.527777777777775,3
1.0,1.5,3.5,4.5,2.0,-0.8488829538557564,2.9172278516019574,-4.195536160424678,0.717958854989892,-9.234223833680288,-14.249435194290783,-2.5830966050724107,10.333333333333334,30.10893246187364,3
1.0,1.5,3.5,4.5,3.0,-0.7130797967319319,3.0163928016275365,-4.195536160424678,0.6341369893009432,-9.270846431538148,-14.249435194290783,-1.8884723803498744,9.666666666666666,22.794117647058822,3
1.0,1.5,3.5,6.0,2.0,-0.9283248777901648,2.975376939628605,-4.335715496279779,0.6599255272875116,-9.411788947925027,-14.78213053702499,-2.925386243520729,10.0,26.527777777777775,3
1.0,1.5,3.5,6.0,3.0,-0.9528003677272333,2.9498467397543373,-4.335715496279779,0.6145391011135641,-9.448411545782887,-14.78213053702499,-2.9659037836788316,9.666666666666666,21.527777777777775,3
1.0,1.5,3.5,8.0,2.0,-0.44227439770065713,3.3897408934384665,-4.335715496279779,0.6235343317219856,-8.551183339590645,-14.78213053702499,-1.004768926972632,9.0,26.527777777777775,3
1.0,1.5,3.5,8.0,3.0,-0.4667498876377256,3.3726488329972386,-4.335715496279779,0.578147905548038,-8.587805937448508,-14.78213053702499,-1.0452864671307347,8.666666666666666,21.527777777777775,3
1.0,1.5,5.0,6.0,2.0,-0.9389252464624511,2.83063718312999,-4.187473865521128,0.599275242047749,-9.331216798452003,-14.540414088605946,-3.060668404735996,10.0,26.527777777777775,3
1.0,1.5,5.0,6.0,3.0,-0.9605446259350261,2.8086096812001835,-4.187473865521128,0.534297015759806,-9.367839396309865,-14.540414088605946,-3.1009585058373257,9.666666666666666,21.527777777777775,3
