sl_atr_mult,tp1_atr_mult,tp2_atr_mult,tp3_atr_mult,trailing_activation_atr_mult,mean_Sharpe,std_Sharpe,min_Sharpe,mean_PF,mean_DD,worst_DD,mean_Ret,mean_Trades,mean_WinR,n_folds
2.0,1.5,3.5,4.5,3.0,1.5627698067330202,0.9802240484925662,0.47872927443624275,2.60789890348673,-3.9522040503359683,-5.566109327213819,5.332837074029798,6.0,49.047619047619044,3
2.0,1.5,2.5,4.5,3.0,1.5599405085003168,1.1532779711103018,0.33025695279296075,2.812215496389508,-3.8975593727733515,-5.734524839104574,5.110031232327049,6.0,49.047619047619044,3
2.0,2.0,3.5,4.5,3.0,1.550539562446417,0.8420579246528573,0.5891623710506555,2.5392124020102567,-3.9117564030298255,-5.445811912444685,5.716171455593119,6.0,49.047619047619044,3
2.0,1.0,2.5,4.5,3.0,1.5432406369746428,1.2709101386505555,0.20031974022981675,3.0532267345125628,-3.5248335120194425,-5.854821010790802,4.707788267220535,6.0,49.047619047619044,3
2.0,1.0,3.5,4.5,3.0,1.540836610463734,1.077883176069928,0.35713874706599097,2.705495242668364,-3.580163256544136,-5.686406225040322,4.929693722788339,6.0,49.047619047619044,3
2.0,2.0,2.5,4.5,3.0,1.533680828786504,0.9741731690759614,0.44878440663542973,2.64142013828986,-3.857216147933133,-5.614228148458087,5.492404698579723,6.0,53.80952380952382,3
2.0,2.0,3.5,6.0,3.0,1.4345335773756294,0.8038744135820546,0.5891623710506555,3.0513785263704123,-3.911756403029821,-5.445811912444685,5.185069584317592,5.0,53.333333333333336,3
2.0,1.5,3.5,6.0,3.0,1.397098931560319,0.8865288817932803,0.47872927443624275,2.8596065567643163,-3.9522040503359706,-5.566109327213819,4.687297146520919,5.0,53.333333333333336,3
2.0,1.0,3.5,6.0,3.0,1.3878956375686518,1.0005231684213376,0.35713874706599097,4.055001451690567,-3.5801632565441275,-5.686406225040322,4.377436154211608,5.0,53.333333333333336,3
2.0,2.0,5.0,6.0,3.0,1.3872650862477733,0.9525112334496428,0.3366597310711607,3.092714976976217,-4.188195333367857,-6.275128703458805,5.085562072140459,5.0,53.333333333333336,3
