sl_atr_mult,tp1_atr_mult,tp2_atr_mult,tp3_atr_mult,trailing_activation_atr_mult,tr_n_trades,tr_winrate,tr_PF,tr_total_ret,tr_CAGR,tr_Sharpe,tr_Sortino,tr_MaxDD,tr_avg_bars,te_n_trades,te_winrate,te_PF,te_total_ret,te_CAGR,te_Sharpe,te_Sortino,te_MaxDD,te_avg_bars
1.5,1.0,5.0,6.0,2.0,55,54.54545454545454,2.189248940095023,81.60115732806716,8.918181419756376,0.9766098116595833,1.0059584061157238,-13.157307245538579,16.6,26,34.61538461538461,1.0548488915450394,8.202319861353512,2.6546064113332823,0.3441136234281267,0.31988456322665687,-10.828135987256895,13.76923076923077
1.0,1.0,5.0,6.0,2.0,66,42.42424242424242,2.031859670690614,72.81860353070068,8.147878270989285,0.9638087564204403,0.9998725137264844,-13.421687260783441,12.333333333333334,30,26.666666666666668,1.0885027680418597,9.266623565265242,2.9890934970896232,0.4084165832776595,0.3768940110221678,-10.59449396921835,10.5
1.5,1.0,2.5,6.0,2.0,55,54.54545454545454,2.083953856066763,73.52693222201236,8.211233255318962,0.950569313699167,0.9650086670993107,-12.272906596018645,16.6,26,34.61538461538461,1.0268704611566766,6.533910204539239,2.1258129156269456,0.29963468534800536,0.2702579015976634,-10.079771886852848,13.76923076923077
1.5,1.0,3.5,6.0,2.0,55,54.54545454545454,2.1133282706673584,75.57550678223546,8.393224682864385,0.9498588959983457,0.9713192183693844,-11.830706271258675,16.6,26,34.61538461538461,1.0568064563795199,7.815772633098783,2.532579500654042,0.34307787332299966,0.31624344163895624,-9.98651001228521,13.76923076923077
1.0,2.0,5.0,6.0,2.0,66,40.909090909090914,1.9737079988700763,80.78924047460607,8.84832498187864,0.9496039040415344,0.975241487902289,-14.137373440099251,12.333333333333334,30,26.666666666666668,1.0249251216924231,7.703437698884419,2.497062354007884,0.3225916546005631,0.3026854700453708,-12.105470967853845,10.5
